timestamp,data_publicacao,caderno,etapa,url,erro
2026-05-18T09:09:52,2012-08-13,DO Campos (Poder Executivo),processar_edicao,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtSSk5FMVZVVFZTUkVsMFVtdE5kMUZUTURCUFZHTjNURlZHUkUxRWEzUk9NRlpDVDBSWk0wNUVWWGxOTUZsNlRWUmpNMDlVUlhkT1ZGVXlUbEU5UFE9PQ==,Resposta da IOERJ para PDF nao parece PDF: https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?k=D281D9D2-FC0PA-4970-AC09-7EA8674523F3
2026-05-18T14:21:23,2012-06-04,DO Campos (Poder Executivo),processar_edicao,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWxSS1JVNXFZelJPZW10MFVsVlJNVkZUTURCU1JHczFURlZGTkU1RWEzUk5lbHBDVVd0Vk5GRlVTa1ZSZWtFMFRWUmpNMDlVUlhsT1JHTXpUVUU5UFE9PQ==,Resposta da IOERJ para PDF nao parece PDF: https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?k=E2D67879-ED5PA-4D99-A849-36ABE8A2DC08
2026-05-18T18:57:44,2012-08-13,DO Campos (Poder Executivo),processar_edicao,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtSSk5FMVZVVFZTUkVsMFVtdE5kMUZUTURCUFZHTjNURlZHUkUxRWEzUk9NRlpDVDBSWk0wNUVWWGxOTUZsNlRWUmpNMDlVUlRCTlZGRXlUVUU5UFE9PQ==,Resposta da IOERJ para PDF nao parece PDF: https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?k=D281D9D2-FC0PA-4970-AC09-7EA8674523F3
2026-05-18T19:21:19,2012-05-02,Parte I (Poder Executivo),processar_edicao,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtSUk5FNUVaRUpSZWxGMFQxUkJlRTVETURCTmFrWkRURlZKTlU1clVYUlJhbFpIVVZWSk0wMTZiRVpTUkdOM1RWUmpNMDlVUlRCTmFtY3pUbWM5UFE9PQ==,Resposta da IOERJ para PDF nao parece PDF: https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?k=D4847AC4-901P4-421B-B96D-B5FAB739ED70
2026-05-19T09:58:11,2012-08-13,DO Campos (Poder Executivo),processar_edicao,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtSSk5FMVZVVFZTUkVsMFVtdE5kMUZUTURCUFZHTjNURlZHUkUxRWEzUk9NRlpDVDBSWk0wNUVWWGxOTUZsNlRWUmpNMDlVUlRWT1ZGRTBUMEU5UFE9PQ==,Resposta da IOERJ para PDF nao parece PDF: https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?k=D281D9D2-FC0PA-4970-AC09-7EA8674523F3
2026-05-19T09:59:33,2012-05-02,Parte I (Poder Executivo),processar_edicao,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtSUk5FNUVaRUpSZWxGMFQxUkJlRTVETURCTmFrWkRURlZKTlU1clVYUlJhbFpIVVZWSk0wMTZiRVpTUkdOM1RWUmpNMDlVUlRWT1ZGVXpUVUU5UFE9PQ==,Resposta da IOERJ para PDF nao parece PDF: https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?k=D4847AC4-901P4-421B-B96D-B5FAB739ED70
2026-05-19T10:51:52,2012-08-13,DO Campos (Poder Executivo),processar_edicao,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtSSk5FMVZVVFZTUkVsMFVtdE5kMUZUTURCUFZHTjNURlZHUkUxRWEzUk9NRlpDVDBSWk0wNUVWWGxOTUZsNlRWUmpNMDlVUlRWUFJHTjNUMEU5UFE9PQ==,Resposta da IOERJ para PDF nao parece PDF: https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?k=D281D9D2-FC0PA-4970-AC09-7EA8674523F3
2026-05-19T10:53:19,2012-05-02,Parte I (Poder Executivo),processar_edicao,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtSUk5FNUVaRUpSZWxGMFQxUkJlRTVETURCTmFrWkRURlZKTlU1clVYUlJhbFpIVVZWSk0wMTZiRVpTUkdOM1RWUmpNMDlVUlRWUFJHTTFUbWM5UFE9PQ==,Resposta da IOERJ para PDF nao parece PDF: https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?k=D4847AC4-901P4-421B-B96D-B5FAB739ED70
2026-05-20T00:31:01,2012-08-13,DO Campos (Poder Executivo),processar_edicao,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtSSk5FMVZVVFZTUkVsMFVtdE5kMUZUTURCUFZHTjNURlZHUkUxRWEzUk9NRlpDVDBSWk0wNUVWWGxOTUZsNlRWUmpNMDlVU1RCT2VtY3hUMUU5UFE9PQ==,Resposta da IOERJ para PDF nao parece PDF: https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?k=D281D9D2-FC0PA-4970-AC09-7EA8674523F3
2026-05-20T00:32:41,2012-05-02,Parte I (Poder Executivo),processar_edicao,https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtSUk5FNUVaRUpSZWxGMFQxUkJlRTVETURCTmFrWkRURlZKTlU1clVYUlJhbFpIVVZWSk0wMTZiRVpTUkdOM1RWUmpNMDlVU1RCT2Vtc3hUMUU5UFE9PQ==,Resposta da IOERJ para PDF nao parece PDF: https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?k=D4847AC4-901P4-421B-B96D-B5FAB739ED70
